filename,width,height,class,xmin,ymin,xmax,ymax
08_15_13.xml,800,800,ship,603,362,610,372
10_12_5.xml,800,800,ship,698,667,739,750
09_2_14.xml,800,800,ship,461,309,506,348
09_2_14.xml,800,800,ship,464,755,493,780
09_2_14.xml,800,800,ship,510,712,549,734
09_2_14.xml,800,800,ship,767,431,800,451
10_4_2.xml,800,800,ship,54,234,69,271
10_19_13.xml,800,800,ship,223,768,267,792
10_19_13.xml,800,800,ship,506,748,540,781
10_19_13.xml,800,800,ship,644,99,683,150
10_2_16.xml,800,800,ship,534,45,550,62
10_2_16.xml,800,800,ship,13,599,19,614
10_2_16.xml,800,800,ship,17,596,23,614
10_2_16.xml,800,800,ship,22,596,28,615
10_2_16.xml,800,800,ship,84,593,89,598
10_2_16.xml,800,800,ship,36,594,41,598
10_6_13.xml,800,800,ship,682,228,693,239
10_6_13.xml,800,800,ship,715,236,725,249
10_6_13.xml,800,800,ship,85,635,98,649
10_6_13.xml,800,800,ship,111,602,122,613
10_6_13.xml,800,800,ship,237,416,251,428
09_18_5.xml,800,800,ship,493,150,500,159
09_18_5.xml,800,800,ship,326,394,332,400
10_11_17.xml,800,800,ship,19,733,36,757
10_16_2.xml,800,800,ship,158,340,198,364
09_10_13.xml,800,800,ship,72,40,94,65
09_10_13.xml,800,800,ship,136,398,170,429
09_10_13.xml,800,800,ship,44,604,67,617
09_10_13.xml,800,800,ship,134,781,154,800
09_10_13.xml,800,800,ship,425,658,439,668
08_4_30.xml,800,800,ship,382,111,395,125
09_1_13.xml,800,800,ship,86,127,122,144
10_19_27.xml,800,800,ship,109,229,136,250
10_19_27.xml,800,800,ship,227,237,248,262
08_14_17.xml,800,800,ship,227,234,239,246
08_14_17.xml,800,800,ship,381,109,391,122
08_14_17.xml,800,800,ship,340,54,351,71
08_14_17.xml,800,800,ship,482,69,495,80
08_14_17.xml,800,800,ship,652,82,666,92
08_14_17.xml,800,800,ship,683,142,691,154
08_14_17.xml,800,800,ship,82,782,94,792
08_14_17.xml,800,800,ship,602,724,615,736
08_14_17.xml,800,800,ship,568,180,582,192
08_14_17.xml,800,800,ship,356,178,369,192
08_14_17.xml,800,800,ship,482,283,491,291
08_14_17.xml,800,800,ship,322,472,328,477
08_9_17.xml,800,800,ship,139,27,153,41
08_9_17.xml,800,800,ship,89,707,94,716
10_18_7.xml,800,800,ship,330,54,358,90
10_18_7.xml,800,800,ship,492,15,524,41
09_11_13.xml,800,800,ship,431,190,447,212
09_11_13.xml,800,800,ship,438,296,456,314
09_11_13.xml,800,800,ship,430,729,457,762
10_20_24.xml,800,800,ship,1,593,18,616
10_1_15.xml,800,800,ship,417,207,432,223
10_1_15.xml,800,800,ship,595,728,612,748
10_6_14.xml,800,800,ship,85,408,98,438
10_6_14.xml,800,800,ship,190,476,202,498
10_6_14.xml,800,800,ship,158,563,171,581
10_6_14.xml,800,800,ship,364,424,372,437
10_6_14.xml,800,800,ship,176,571,185,590
10_6_14.xml,800,800,ship,524,678,537,695
10_6_14.xml,800,800,ship,103,280,124,291
10_6_14.xml,800,800,ship,128,282,134,290
10_6_14.xml,800,800,ship,137,282,154,295
10_6_14.xml,800,800,ship,436,300,445,307
10_6_14.xml,800,800,ship,149,134,159,150
08_19_29.xml,800,800,ship,367,598,379,621
08_4_28.xml,800,800,ship,422,133,432,163
08_4_28.xml,800,800,ship,652,253,663,274
08_4_28.xml,800,800,ship,664,245,674,260
08_4_28.xml,800,800,ship,708,304,723,311
09_17_17.xml,800,800,ship,564,440,580,464
09_6_22.xml,800,800,ship,7,324,40,351
08_15_30.xml,800,800,ship,173,24,191,50
08_7_12.xml,800,800,ship,361,657,376,676
11_10_30.xml,800,800,ship,426,50,437,68
11_10_30.xml,800,800,ship,45,321,71,352
11_10_30.xml,800,800,ship,185,337,194,356
11_10_30.xml,800,800,ship,86,483,101,508
11_10_30.xml,800,800,ship,118,506,131,520
11_10_30.xml,800,800,ship,121,553,141,575
11_10_30.xml,800,800,ship,187,563,198,588
11_10_30.xml,800,800,ship,173,664,189,689
11_12_28.xml,800,800,ship,68,153,75,163
11_12_28.xml,800,800,ship,52,178,57,186
11_12_28.xml,800,800,ship,46,177,52,185
11_17_23.xml,800,800,ship,68,94,85,121
11_12_22.xml,800,800,ship,245,532,271,562
11_18_25.xml,800,800,ship,544,590,565,606
11_18_25.xml,800,800,ship,608,531,622,542
11_18_25.xml,800,800,ship,619,472,638,486
11_18_25.xml,800,800,ship,768,419,779,432
11_18_25.xml,800,800,ship,705,429,719,454
11_18_25.xml,800,800,ship,729,428,749,454
11_18_25.xml,800,800,ship,711,453,731,471
11_18_25.xml,800,800,ship,734,461,746,481
11_15_17.xml,800,800,ship,370,633,388,671
11_15_17.xml,800,800,ship,455,306,469,336
11_15_17.xml,800,800,ship,487,62,505,102
11_14_18.xml,800,800,ship,38,81,53,113
11_14_18.xml,800,800,ship,90,22,110,66
11_14_18.xml,800,800,ship,142,203,176,240
11_12_17.xml,800,800,ship,528,345,546,363
11_12_17.xml,800,800,ship,460,523,476,540
11_14_30.xml,800,800,ship,148,97,162,123
11_14_30.xml,800,800,ship,129,439,141,451
11_14_30.xml,800,800,ship,105,454,121,473
11_14_30.xml,800,800,ship,121,490,135,505
11_14_30.xml,800,800,ship,129,507,140,521
11_14_30.xml,800,800,ship,15,611,29,626
11_14_30.xml,800,800,ship,61,591,85,608
11_14_30.xml,800,800,ship,84,647,91,655
11_14_30.xml,800,800,ship,116,631,127,647
11_14_30.xml,800,800,ship,144,617,157,628
11_14_30.xml,800,800,ship,286,416,300,427
11_1_23.xml,800,800,ship,553,543,582,568
11_1_22.xml,800,800,ship,222,213,247,251
11_11_22.xml,800,800,ship,748,28,763,44
11_13_25.xml,800,800,ship,566,61,590,89
11_13_25.xml,800,800,ship,679,18,693,58
11_19_26.xml,800,800,ship,693,292,713,332
11_19_26.xml,800,800,ship,346,4,358,20
11_19_26.xml,800,800,ship,108,228,120,243
11_19_26.xml,800,800,ship,1,197,8,225
11_19_26.xml,800,800,ship,245,589,258,621
11_19_26.xml,800,800,ship,45,656,69,681
11_19_26.xml,800,800,ship,343,755,363,774
11_19_26.xml,800,800,ship,496,673,513,710
11_13_2.xml,800,800,ship,256,587,270,599
11_20_12.xml,800,800,ship,251,241,262,263
11_19_16.xml,800,800,ship,697,634,715,652
11_14_6.xml,800,800,ship,7,184,29,232
11_19_11.xml,800,800,ship,638,172,676,234
11_19_11.xml,800,800,ship,654,297,664,311
11_15_26.xml,800,800,ship,65,115,92,138
11_15_26.xml,800,800,ship,356,715,367,746
11_15_26.xml,800,800,ship,720,455,737,497
11_19_29.xml,800,800,ship,161,676,171,685
11_19_29.xml,800,800,ship,60,442,71,455
11_19_29.xml,800,800,ship,93,466,103,473
11_19_29.xml,800,800,ship,221,541,229,549
11_19_29.xml,800,800,ship,656,707,694,727
11_19_29.xml,800,800,ship,668,681,694,699
11_19_29.xml,800,800,ship,714,677,732,689
11_19_29.xml,800,800,ship,669,603,674,611
11_19_29.xml,800,800,ship,553,675,562,686
11_19_29.xml,800,800,ship,681,725,698,737
11_19_29.xml,800,800,ship,667,730,681,739
11_19_29.xml,800,800,ship,566,738,575,747
11_19_29.xml,800,800,ship,477,728,489,736
11_19_29.xml,800,800,ship,554,745,562,750
11_14_27.xml,800,800,ship,298,482,336,518
11_14_27.xml,800,800,ship,625,694,645,724
11_14_27.xml,800,800,ship,560,619,580,636
11_14_27.xml,800,800,ship,459,389,478,422
11_14_27.xml,800,800,ship,566,530,583,560
11_14_27.xml,800,800,ship,631,411,657,442
11_14_27.xml,800,800,ship,730,269,745,300
11_18_27.xml,800,800,ship,84,677,100,706
11_12_27.xml,800,800,ship,707,59,718,73
11_12_27.xml,800,800,ship,724,68,732,80
11_12_27.xml,800,800,ship,744,72,755,85
11_12_27.xml,800,800,ship,758,37,776,51
11_17_24.xml,800,800,ship,139,61,150,110
11_10_11.xml,800,800,ship,393,414,407,432
10_8_25.xml,800,800,ship,571,520,596,551
11_18_23.xml,800,800,ship,633,464,656,507
11_14_12.xml,800,800,ship,533,360,571,383
11_10_10.xml,800,800,ship,485,399,497,414
11_17_14.xml,800,800,ship,352,112,396,155
11_17_14.xml,800,800,ship,576,769,593,798
11_19_17.xml,800,800,ship,531,311,563,355
10_8_12.xml,800,800,ship,305,309,353,352
11_13_30.xml,800,800,ship,18,64,40,88
11_13_30.xml,800,800,ship,86,190,98,205
11_13_30.xml,800,800,ship,97,176,112,196
11_13_30.xml,800,800,ship,94,237,110,267
11_13_30.xml,800,800,ship,42,465,58,481
11_13_30.xml,800,800,ship,138,405,164,422
11_13_30.xml,800,800,ship,340,549,351,565
11_13_30.xml,800,800,ship,120,215,131,230
11_13_30.xml,800,800,ship,162,682,179,712
11_13_30.xml,800,800,ship,595,199,608,226
11_13_30.xml,800,800,ship,616,189,644,216
11_13_30.xml,800,800,ship,670,171,693,198
11_13_30.xml,800,800,ship,720,173,738,197
11_13_30.xml,800,800,ship,727,35,748,61
11_13_30.xml,800,800,ship,686,47,710,68
11_13_30.xml,800,800,ship,679,78,704,99
11_13_30.xml,800,800,ship,468,125,483,140
11_13_30.xml,800,800,ship,507,150,525,169
11_13_30.xml,800,800,ship,540,180,560,200
11_14_28.xml,800,800,ship,58,365,78,394
11_14_28.xml,800,800,ship,294,363,315,387
11_14_28.xml,800,800,ship,230,274,256,291
11_14_28.xml,800,800,ship,339,265,362,303
11_14_28.xml,800,800,ship,434,106,453,126
06_10_4.xml,800,800,ship,284,391,318,432
06_10_4.xml,800,800,ship,648,252,680,287
07_14_23.xml,800,800,ship,566,18,605,55
07_14_23.xml,800,800,ship,426,474,465,508
07_14_23.xml,800,800,ship,439,278,473,306
07_17_10.xml,800,800,ship,702,56,722,98
05_7_19.xml,800,800,ship,231,687,250,710
05_7_19.xml,800,800,ship,403,515,419,531
05_7_19.xml,800,800,ship,414,630,424,648
05_7_19.xml,800,800,ship,492,536,505,555
05_7_19.xml,800,800,ship,617,696,630,714
05_7_19.xml,800,800,ship,620,495,633,512
05_9_17.xml,800,800,ship,725,479,741,494
05_7_24.xml,800,800,ship,647,539,663,553
07_9_19.xml,800,800,ship,287,14,314,39
06_12_27.xml,800,800,ship,78,776,117,800
06_4_6.xml,800,800,ship,365,487,376,507
06_4_6.xml,800,800,ship,91,618,103,627
06_4_6.xml,800,800,ship,214,518,222,524
06_4_6.xml,800,800,ship,554,376,560,385
06_4_6.xml,800,800,ship,716,250,724,260
06_4_6.xml,800,800,ship,774,220,785,237
06_17_5.xml,800,800,ship,215,414,226,433
06_17_5.xml,800,800,ship,263,438,268,442
05_2_10.xml,800,800,ship,546,206,562,217
05_2_10.xml,800,800,ship,578,225,591,237
05_2_10.xml,800,800,ship,608,211,620,220
05_2_10.xml,800,800,ship,605,246,619,256
07_17_6.xml,800,800,ship,465,552,498,582
06_3_25.xml,800,800,ship,398,777,441,800
06_2_15.xml,800,800,ship,679,550,689,563
07_12_12.xml,800,800,ship,6,195,47,238
06_8_11.xml,800,800,ship,276,66,321,102
07_3_21.xml,800,800,ship,1,398,11,417
07_3_21.xml,800,800,ship,8,424,15,433
07_3_21.xml,800,800,ship,34,388,43,396
07_3_21.xml,800,800,ship,50,472,55,478
07_3_21.xml,800,800,ship,67,520,72,526
07_3_21.xml,800,800,ship,63,539,67,546
07_3_21.xml,800,800,ship,64,556,70,563
07_3_21.xml,800,800,ship,121,610,128,619
07_3_21.xml,800,800,ship,167,631,171,636
07_3_21.xml,800,800,ship,179,621,188,631
07_3_21.xml,800,800,ship,192,616,202,628
07_3_21.xml,800,800,ship,313,634,320,644
07_3_21.xml,800,800,ship,222,676,230,682
07_3_21.xml,800,800,ship,330,628,338,636
07_3_21.xml,800,800,ship,371,632,379,639
07_3_21.xml,800,800,ship,385,613,394,625
07_3_21.xml,800,800,ship,616,607,625,616
07_3_21.xml,800,800,ship,627,598,636,605
07_3_21.xml,800,800,ship,276,736,285,751
07_3_21.xml,800,800,ship,303,718,312,732
07_3_21.xml,800,800,ship,419,782,431,794
07_3_21.xml,800,800,ship,596,444,604,454
07_3_21.xml,800,800,ship,66,756,70,763
07_3_21.xml,800,800,ship,72,762,77,767
07_3_21.xml,800,800,ship,47,483,52,487
07_3_21.xml,800,800,ship,588,517,592,523
07_3_21.xml,800,800,ship,588,525,594,529
07_3_21.xml,800,800,ship,586,531,592,536
07_3_21.xml,800,800,ship,471,570,476,576
07_3_21.xml,800,800,ship,480,569,486,574
07_3_21.xml,800,800,ship,490,567,496,573
07_3_21.xml,800,800,ship,503,564,508,569
06_10_6.xml,800,800,ship,646,297,680,317
06_10_6.xml,800,800,ship,129,24,143,51
07_18_11.xml,800,800,ship,93,256,134,295
06_2_26.xml,800,800,ship,62,276,89,298
06_3_8.xml,800,800,ship,463,147,481,160
06_3_8.xml,800,800,ship,341,263,349,271
06_3_8.xml,800,800,ship,338,230,346,239
06_3_8.xml,800,800,ship,523,162,528,169
06_3_8.xml,800,800,ship,95,285,101,296
06_3_8.xml,800,800,ship,341,180,345,185
06_3_8.xml,800,800,ship,320,186,327,195
06_10_10.xml,800,800,ship,454,434,470,463
06_6_12.xml,800,800,ship,105,370,130,389
06_7_17.xml,800,800,ship,770,26,799,49
05_1_19.xml,800,800,ship,443,430,459,439
06_9_6.xml,800,800,ship,112,282,161,308
06_11_2.xml,800,800,ship,535,329,559,355
07_7_17.xml,800,800,ship,202,250,221,270
05_19_15.xml,800,800,ship,758,490,779,518
07_11_18.xml,800,800,ship,4,207,36,234
07_20_16.xml,800,800,ship,351,172,372,198
07_10_27.xml,800,800,ship,708,294,741,324
07_10_27.xml,800,800,ship,777,576,800,601
07_7_14.xml,800,800,ship,425,144,432,152
07_7_14.xml,800,800,ship,419,186,427,195
07_7_14.xml,800,800,ship,569,181,578,193
07_7_14.xml,800,800,ship,500,375,508,383
07_7_14.xml,800,800,ship,454,222,459,226
07_7_14.xml,800,800,ship,451,217,454,222
07_7_14.xml,800,800,ship,484,223,488,228
07_7_14.xml,800,800,ship,540,621,548,628
07_7_14.xml,800,800,ship,549,300,553,304
07_7_14.xml,800,800,ship,538,300,540,303
07_7_14.xml,800,800,ship,525,312,529,316
07_7_14.xml,800,800,ship,558,317,562,322
07_7_14.xml,800,800,ship,567,333,570,336
07_7_14.xml,800,800,ship,558,371,563,375
07_7_14.xml,800,800,ship,559,343,565,348
07_7_14.xml,800,800,ship,564,355,570,360
07_7_14.xml,800,800,ship,536,338,542,342
07_7_14.xml,800,800,ship,550,342,555,346
07_7_14.xml,800,800,ship,549,332,554,336
07_7_14.xml,800,800,ship,537,334,541,337
07_7_14.xml,800,800,ship,543,608,549,612
07_7_14.xml,800,800,ship,499,574,508,581
07_7_14.xml,800,800,ship,483,587,489,592
07_7_14.xml,800,800,ship,329,529,334,534
07_7_14.xml,800,800,ship,352,537,358,542
07_7_14.xml,800,800,ship,526,568,533,573
07_7_14.xml,800,800,ship,485,604,489,608
07_7_14.xml,800,800,ship,486,607,493,613
07_7_14.xml,800,800,ship,497,626,503,629
07_7_14.xml,800,800,ship,467,584,472,589
07_7_14.xml,800,800,ship,480,584,485,588
07_7_14.xml,800,800,ship,449,554,452,560
07_7_14.xml,800,800,ship,405,524,409,528
07_7_14.xml,800,800,ship,429,540,432,544
07_7_14.xml,800,800,ship,436,566,441,570
07_7_14.xml,800,800,ship,496,604,501,609
07_7_14.xml,800,800,ship,485,614,489,618
07_7_14.xml,800,800,ship,453,560,458,564
07_7_14.xml,800,800,ship,382,528,387,533
07_7_14.xml,800,800,ship,494,612,498,616
07_7_14.xml,800,800,ship,493,620,498,625
07_7_14.xml,800,800,ship,506,618,509,623
07_7_14.xml,800,800,ship,446,575,451,579
07_7_14.xml,800,800,ship,456,583,462,588
07_7_14.xml,800,800,ship,451,577,457,581
07_7_14.xml,800,800,ship,441,558,444,562
07_7_14.xml,800,800,ship,445,552,448,556
07_7_14.xml,800,800,ship,410,533,415,537
07_7_14.xml,800,800,ship,372,533,375,537
07_7_14.xml,800,800,ship,515,568,519,573
07_7_14.xml,800,800,ship,535,564,538,568
07_7_14.xml,800,800,ship,503,598,510,605
07_7_14.xml,800,800,ship,510,608,515,612
07_7_14.xml,800,800,ship,499,618,505,622
07_7_14.xml,800,800,ship,497,609,503,614
07_7_14.xml,800,800,ship,505,612,509,618
07_7_14.xml,800,800,ship,469,603,473,607
07_7_14.xml,800,800,ship,459,593,464,596
07_7_14.xml,800,800,ship,448,565,453,571
07_7_14.xml,800,800,ship,442,570,446,574
07_7_14.xml,800,800,ship,440,563,449,569
07_7_14.xml,800,800,ship,519,556,523,561
07_7_14.xml,800,800,ship,493,566,498,571
07_7_14.xml,800,800,ship,336,521,342,526
07_7_14.xml,800,800,ship,572,368,576,371
07_7_14.xml,800,800,ship,535,315,542,320
08_10_14.xml,800,800,ship,686,159,697,188
07_15_25.xml,800,800,ship,565,101,610,149
07_19_21.xml,800,800,ship,97,305,128,338
07_19_21.xml,800,800,ship,515,301,542,330
06_13_2.xml,800,800,ship,739,15,747,24
06_7_13.xml,800,800,ship,240,755,263,774
06_7_13.xml,800,800,ship,579,240,601,260
07_5_23.xml,800,800,ship,133,450,158,478
07_18_19.xml,800,800,ship,304,332,324,368
07_15_13.xml,800,800,ship,511,423,552,456
09_2_10.xml,800,800,ship,501,559,514,589
08_13_13.xml,800,800,ship,241,335,253,346
08_13_13.xml,800,800,ship,350,183,362,207
08_13_13.xml,800,800,ship,360,153,372,168
08_13_13.xml,800,800,ship,404,146,416,158
08_13_13.xml,800,800,ship,696,17,707,26
08_13_13.xml,800,800,ship,27,191,39,208
08_13_13.xml,800,800,ship,317,271,338,290
08_13_13.xml,800,800,ship,273,58,281,65
08_13_13.xml,800,800,ship,327,42,334,51
08_13_13.xml,800,800,ship,417,120,429,131
08_19_10.xml,800,800,ship,110,523,119,537
08_19_10.xml,800,800,ship,421,621,436,649
08_4_5.xml,800,800,ship,347,366,362,385
09_8_12.xml,800,800,ship,577,740,605,772
08_4_27.xml,800,800,ship,301,541,313,556
08_4_27.xml,800,800,ship,436,521,445,534
09_5_13.xml,800,800,ship,389,9,408,29
08_13_16.xml,800,800,ship,112,380,126,397
08_13_16.xml,800,800,ship,569,603,579,616
08_13_16.xml,800,800,ship,141,304,153,311
08_9_19.xml,800,800,ship,570,693,583,721
10_12_28.xml,800,800,ship,506,459,541,483
10_17_10.xml,800,800,ship,166,281,190,303
08_15_14.xml,800,800,ship,454,567,465,579
08_15_14.xml,800,800,ship,444,263,458,276
08_15_14.xml,800,800,ship,239,302,255,316
08_15_14.xml,800,800,ship,31,456,41,470
08_15_14.xml,800,800,ship,364,569,374,582
08_15_14.xml,800,800,ship,412,263,418,269
08_15_14.xml,800,800,ship,177,502,184,508
08_15_14.xml,800,800,ship,425,291,430,297
10_10_14.xml,800,800,ship,165,328,194,350
10_19_23.xml,800,800,ship,534,762,564,780
09_1_11.xml,800,800,ship,619,117,656,142
09_1_3.xml,800,800,ship,12,140,20,149
10_19_18.xml,800,800,ship,6,452,57,479
10_19_18.xml,800,800,ship,131,495,155,517
10_19_18.xml,800,800,ship,158,564,180,581
10_19_18.xml,800,800,ship,398,128,420,141
10_19_18.xml,800,800,ship,445,160,458,182
10_19_18.xml,800,800,ship,481,138,507,150
10_19_18.xml,800,800,ship,519,151,533,162
10_19_18.xml,800,800,ship,553,142,561,158
10_19_18.xml,800,800,ship,593,172,609,192
10_19_18.xml,800,800,ship,597,168,614,188
10_19_18.xml,800,800,ship,602,165,615,183
10_12_24.xml,800,800,ship,102,605,154,641
10_2_1.xml,800,800,ship,600,160,606,167
10_2_1.xml,800,800,ship,623,121,632,133
10_17_24.xml,800,800,ship,17,661,38,710
10_17_24.xml,800,800,ship,160,525,209,555
10_4_11.xml,800,800,ship,258,558,264,565
10_4_11.xml,800,800,ship,269,557,273,562
10_4_11.xml,800,800,ship,100,549,106,556
09_16_17.xml,800,800,ship,174,723,191,741
09_16_17.xml,800,800,ship,286,615,294,625
09_18_15.xml,800,800,ship,215,430,227,446
10_13_14.xml,800,800,ship,467,235,509,265
08_9_28.xml,800,800,ship,757,55,767,71
08_9_28.xml,800,800,ship,784,144,798,155
08_5_28.xml,800,800,ship,33,475,38,483
08_5_28.xml,800,800,ship,45,458,50,465
08_5_28.xml,800,800,ship,133,435,139,446
08_5_28.xml,800,800,ship,98,436,105,441
10_1_20.xml,800,800,ship,130,85,144,109
09_18_21.xml,800,800,ship,492,225,507,240
08_15_15.xml,800,800,ship,180,645,194,669
09_15_15.xml,800,800,ship,1,335,35,361
09_15_15.xml,800,800,ship,16,192,54,217
09_15_15.xml,800,800,ship,161,346,188,370
08_8_26.xml,800,800,ship,514,736,534,758
09_3_13.xml,800,800,ship,372,149,407,170
10_14_2.xml,800,800,ship,605,68,632,88
10_15_12.xml,800,800,ship,316,7,341,25
10_11_3.xml,800,800,ship,144,753,174,772
09_13_12.xml,800,800,ship,696,34,707,47
10_17_7.xml,800,800,ship,84,615,124,639
10_17_7.xml,800,800,ship,425,1,461,17
10_17_7.xml,800,800,ship,227,128,271,151
10_17_7.xml,800,800,ship,427,256,476,284
10_17_7.xml,800,800,ship,649,301,671,331
10_17_7.xml,800,800,ship,411,457,454,483
10_17_7.xml,800,800,ship,337,711,377,738
10_17_7.xml,800,800,ship,463,656,487,680
10_17_7.xml,800,800,ship,607,625,639,660
10_17_7.xml,800,800,ship,738,538,782,565
10_17_7.xml,800,800,ship,644,785,667,800
08_6_25.xml,800,800,ship,502,31,525,51
10_13_15.xml,800,800,ship,168,131,216,170
08_3_4.xml,800,800,ship,194,634,214,650
08_2_24.xml,800,800,ship,730,596,737,605
08_2_24.xml,800,800,ship,742,599,747,607
08_2_24.xml,800,800,ship,724,575,730,591
08_2_24.xml,800,800,ship,726,570,734,578
08_2_24.xml,800,800,ship,557,774,565,783
08_2_24.xml,800,800,ship,608,762,618,771
08_2_24.xml,800,800,ship,607,745,628,760
09_16_15.xml,800,800,ship,352,437,371,456
08_14_24.xml,800,800,ship,787,188,795,196
08_7_29.xml,800,800,ship,49,298,57,313
09_17_14.xml,800,800,ship,10,431,27,448
09_17_14.xml,800,800,ship,4,230,45,254
09_17_14.xml,800,800,ship,95,353,117,367
09_17_14.xml,800,800,ship,60,162,89,179
09_17_14.xml,800,800,ship,142,170,170,191
09_17_14.xml,800,800,ship,239,188,274,208
09_17_14.xml,800,800,ship,232,556,245,570
09_17_14.xml,800,800,ship,412,469,433,486
09_17_14.xml,800,800,ship,172,691,187,709
09_17_14.xml,800,800,ship,541,665,552,680
09_17_14.xml,800,800,ship,530,216,543,237
09_17_14.xml,800,800,ship,672,309,685,324
09_15_17.xml,800,800,ship,49,180,62,196
09_15_17.xml,800,800,ship,429,635,442,650
10_14_20.xml,800,800,ship,168,372,192,391
09_11_19.xml,800,800,ship,45,655,70,681
09_19_26.xml,800,800,ship,621,269,632,276
09_19_26.xml,800,800,ship,646,288,652,294
09_19_26.xml,800,800,ship,669,301,674,310
09_19_26.xml,800,800,ship,689,317,697,327
09_19_26.xml,800,800,ship,713,332,720,344
09_19_26.xml,800,800,ship,760,366,766,377
09_19_26.xml,800,800,ship,764,368,771,381
08_5_24.xml,800,800,ship,66,615,80,632
08_18_16.xml,800,800,ship,142,647,154,658
08_18_16.xml,800,800,ship,19,609,26,619
09_1_27.xml,800,800,ship,224,649,237,680
09_3_6.xml,800,800,ship,317,715,332,733
09_3_6.xml,800,800,ship,441,783,468,796
10_16_20.xml,800,800,ship,42,773,72,799
10_13_11.xml,800,800,ship,738,537,759,557
10_11_26.xml,800,800,ship,467,234,523,269
10_11_26.xml,800,800,ship,331,446,369,467
10_11_26.xml,800,800,ship,291,361,330,385
10_13_5.xml,800,800,ship,549,37,570,60
10_13_5.xml,800,800,ship,742,410,772,436
08_8_28.xml,800,800,ship,27,753,40,769
09_1_1.xml,800,800,ship,420,123,445,143
09_1_1.xml,800,800,ship,367,726,384,745
09_1_1.xml,800,800,ship,576,745,586,755
09_1_1.xml,800,800,ship,448,259,461,280
10_1_4.xml,800,800,ship,234,53,252,74
10_10_1.xml,800,800,ship,684,211,695,232
10_12_17.xml,800,800,ship,23,368,45,407
10_12_17.xml,800,800,ship,502,707,541,736
10_12_17.xml,800,800,ship,720,153,738,171
09_5_11.xml,800,800,ship,370,689,384,713
10_1_10.xml,800,800,ship,359,761,368,773
10_1_10.xml,800,800,ship,457,726,469,739
10_1_10.xml,800,800,ship,419,580,432,594
09_16_16.xml,800,800,ship,749,153,790,187
08_15_20.xml,800,800,ship,188,75,206,89
08_15_20.xml,800,800,ship,170,177,180,202
08_15_20.xml,800,800,ship,407,240,416,253
10_18_6.xml,800,800,ship,351,331,394,386
09_18_23.xml,800,800,ship,252,71,261,86
09_12_10.xml,800,800,ship,663,363,676,385
09_12_10.xml,800,800,ship,302,587,322,601
08_14_18.xml,800,800,ship,358,547,372,557
08_14_18.xml,800,800,ship,751,365,759,378
08_14_18.xml,800,800,ship,736,445,742,455
08_14_18.xml,800,800,ship,403,368,416,381
08_14_18.xml,800,800,ship,711,320,720,330
08_14_18.xml,800,800,ship,526,376,535,386
08_14_18.xml,800,800,ship,658,368,665,381
08_14_18.xml,800,800,ship,703,396,713,411
08_14_18.xml,800,800,ship,287,560,294,572
08_14_18.xml,800,800,ship,397,590,409,600
08_14_18.xml,800,800,ship,658,445,663,451
08_14_18.xml,800,800,ship,692,448,697,455
08_14_18.xml,800,800,ship,704,278,708,284
10_12_21.xml,800,800,ship,62,393,85,409
09_11_14.xml,800,800,ship,572,161,589,178
10_13_6.xml,800,800,ship,150,741,168,758
10_13_6.xml,800,800,ship,578,719,634,747
09_3_14.xml,800,800,ship,188,653,242,694
08_14_15.xml,800,800,ship,589,671,607,705
10_15_13.xml,800,800,ship,308,84,337,106
10_20_5.xml,800,800,ship,540,89,546,95
10_20_5.xml,800,800,ship,555,86,558,91
10_20_5.xml,800,800,ship,470,312,474,316
10_20_5.xml,800,800,ship,472,290,476,293
10_20_5.xml,800,800,ship,463,281,469,286
10_20_5.xml,800,800,ship,525,183,528,186
10_20_5.xml,800,800,ship,530,180,533,184
10_20_5.xml,800,800,ship,506,193,511,198
10_20_5.xml,800,800,ship,492,216,496,221
10_20_5.xml,800,800,ship,551,111,555,116
10_20_5.xml,800,800,ship,550,125,553,133
10_20_5.xml,800,800,ship,549,135,553,142
10_20_5.xml,800,800,ship,536,170,541,174
10_20_5.xml,800,800,ship,535,175,539,179
10_20_5.xml,800,800,ship,517,190,521,194
10_20_5.xml,800,800,ship,500,200,504,204
10_20_5.xml,800,800,ship,174,145,179,150
10_20_5.xml,800,800,ship,456,1,462,8
10_20_5.xml,800,800,ship,471,13,483,20
10_20_5.xml,800,800,ship,532,69,537,75
10_20_5.xml,800,800,ship,508,40,513,47
10_20_5.xml,800,800,ship,474,23,478,29
10_20_5.xml,800,800,ship,550,71,554,77
10_20_5.xml,800,800,ship,693,370,701,382
10_20_5.xml,800,800,ship,757,371,765,378
10_20_5.xml,800,800,ship,756,330,761,339
10_20_5.xml,800,800,ship,750,296,756,306
10_20_5.xml,800,800,ship,669,214,673,223
10_20_5.xml,800,800,ship,688,239,692,244
10_20_5.xml,800,800,ship,726,260,730,266
10_20_5.xml,800,800,ship,751,203,754,207
10_20_5.xml,800,800,ship,743,221,748,226
10_20_5.xml,800,800,ship,749,210,754,214
10_20_5.xml,800,800,ship,732,250,737,255
10_20_5.xml,800,800,ship,760,130,764,135
10_20_5.xml,800,800,ship,756,145,760,150
10_20_5.xml,800,800,ship,743,196,747,200
10_20_5.xml,800,800,ship,742,202,745,205
10_20_5.xml,800,800,ship,741,205,746,209
10_20_5.xml,800,800,ship,756,314,760,319
10_20_5.xml,800,800,ship,743,314,748,319
