,filename,width,height,class,xmin,ymin,xmax,ymax,inshore,result,det_id,bbox,iou
1213,14_15_6,800,800,ship,619,664,644,703,0,1,1681,"[619, 664, 644, 703]",0.6401675343513489
1214,14_15_6,800,800,ship,675,572,703,593,0,1,1678,"[675, 572, 703, 593]",0.7649610042572021
1215,14_15_6,800,800,ship,758,655,782,673,0,1,1676,"[758, 655, 782, 673]",0.8187730312347412
1216,14_16_5,800,800,ship,331,642,346,658,1,1,1715,"[331, 642, 346, 658]",0.5699080228805542
1217,14_16_5,800,800,ship,555,494,574,551,1,1,1712,"[555, 494, 574, 551]",0.7604681253433228
1218,14_16_5,800,800,ship,385,453,396,468,1,1,1713,"[385, 453, 396, 468]",0.7812594771385193
1219,14_16_5,800,800,ship,550,346,559,355,1,1,1714,"[550, 346, 559, 355]",0.5865415334701538
1220,14_16_5,800,800,ship,187,705,196,738,1,1,1718,"[187, 705, 196, 738]",0.495431512594223
1221,14_16_5,800,800,ship,206,742,217,771,1,1,1716,"[206, 742, 217, 771]",0.3463085889816284
1222,14_16_5,800,800,ship,197,712,208,735,1,1,1718,"[197, 712, 208, 735]",0.2580878436565399
1223,14_17_27,800,800,ship,137,532,166,554,0,1,1785,"[137, 532, 166, 554]",0.8174952864646912
1224,14_17_27,800,800,ship,674,445,694,465,0,1,1787,"[674, 445, 694, 465]",0.5559040307998657
1225,14_17_27,800,800,ship,750,455,772,482,0,1,1786,"[750, 455, 772, 482]",0.5916792154312134
1226,14_19_16,800,800,ship,293,392,317,411,0,1,1862,"[293, 392, 317, 411]",0.8624396920204163
1227,14_11_8,800,800,ship,280,72,303,120,0,1,1632,"[280, 72, 303, 120]",0.798258900642395
1228,14_11_8,800,800,ship,667,252,686,277,0,1,1633,"[667, 252, 686, 277]",0.7328187227249146
1229,14_15_10,800,800,ship,199,357,224,403,0,1,1666,"[199, 357, 224, 403]",0.7177607417106628
1230,14_15_10,800,800,ship,777,429,798,482,0,1,1667,"[777, 429, 798, 482]",0.6675965189933777
1231,14_15_10,800,800,ship,608,74,614,90,0,1,1668,"[608, 74, 614, 90]",0.5316607356071472
1232,14_13_6,800,800,ship,1,446,17,478,0,1,1642,"[1, 446, 17, 478]",0.37681081891059875
1233,14_16_12,800,800,ship,157,87,172,102,0,1,1705,"[157, 87, 172, 102]",0.5816056132316589
1234,14_16_12,800,800,ship,385,385,438,411,0,1,1704,"[385, 385, 438, 411]",0.5702458620071411
1235,14_14_10,800,800,ship,685,564,718,583,0,1,1644,"[685, 564, 718, 583]",0.736661434173584
1236,14_14_10,800,800,ship,236,533,249,550,0,1,1645,"[236, 533, 249, 550]",0.6571272015571594
1237,14_16_7,800,800,ship,198,233,228,274,0,1,1764,"[198, 233, 228, 274]",0.835675835609436
1238,14_16_7,800,800,ship,238,379,269,401,0,1,1758,"[238, 379, 269, 401]",0.8181407451629639
1239,14_16_7,800,800,ship,405,28,430,50,0,1,1757,"[405, 28, 430, 50]",0.6413403153419495
1240,14_16_7,800,800,ship,352,122,374,150,0,1,1759,"[352, 122, 374, 150]",0.8368196487426758
1241,14_16_7,800,800,ship,363,265,383,284,0,1,1760,"[363, 265, 383, 284]",0.801150918006897
1242,14_16_7,800,800,ship,383,429,414,458,0,1,1756,"[383, 429, 414, 458]",0.7692629098892212
1243,14_16_7,800,800,ship,8,150,27,169,0,1,1767,"[8, 150, 27, 169]",0.9014325141906738
1244,14_16_7,800,800,ship,57,319,80,351,0,1,1761,"[57, 319, 80, 351]",0.8171855211257935
1245,14_16_7,800,800,ship,58,708,82,727,0,1,1762,"[58, 708, 82, 727]",0.7327306866645813
1246,14_16_7,800,800,ship,147,636,171,653,0,1,1765,"[147, 636, 171, 653]",0.8014994859695435
1247,14_16_7,800,800,ship,253,734,293,761,0,1,1763,"[253, 734, 293, 761]",0.8759276866912842
1248,14_16_7,800,800,ship,138,26,155,61,0,1,1766,"[138, 26, 155, 61]",0.7379941940307617
1249,14_16_7,800,800,ship,1,529,18,554,0,1,1768,"[1, 529, 18, 554]",0.62373948097229
1250,14_18_6,800,800,ship,678,392,703,410,0,1,1855,"[678, 392, 703, 410]",0.7774386405944824
1251,14_14_14,800,800,ship,207,572,242,592,0,1,1648,"[207, 572, 242, 592]",0.7625644207000732
1252,14_18_18,800,800,ship,268,308,300,331,0,1,1849,"[268, 308, 300, 331]",0.6849607825279236
1253,14_19_14,800,800,ship,514,455,531,469,0,1,1861,"[514, 455, 531, 469]",0.721098005771637
1254,14_13_12,800,800,ship,58,245,84,273,0,1,1641,"[58, 245, 84, 273]",0.8524416089057922
1255,14_18_16,800,800,ship,284,652,320,699,0,1,1847,"[284, 652, 320, 699]",0.6399697065353394
1256,14_15_14,800,800,ship,220,212,232,232,0,1,1671,"[220, 212, 232, 232]",0.7613610029220581
1257,14_18_5,800,800,ship,297,219,306,227,1,0,0,"[297, 219, 306, 227]",0.0
1258,14_18_19,800,800,ship,357,19,408,50,0,1,1850,"[357, 19, 408, 50]",0.6780446171760559
1259,14_15_5,800,800,ship,332,672,343,689,1,1,1675,"[332, 672, 343, 689]",0.6414576768875122
1260,14_15_5,800,800,ship,434,127,445,140,1,1,1674,"[434, 127, 445, 140]",0.6209957599639893
1261,14_19_12,800,800,ship,694,621,733,646,0,1,1860,"[694, 621, 733, 646]",0.7763126492500305
1262,14_14_12,800,800,ship,663,615,683,644,0,0,0,"[663, 615, 683, 644]",0.0
1263,14_14_12,800,800,ship,162,183,178,206,0,0,0,"[162, 183, 178, 206]",0.0
1264,14_14_12,800,800,ship,254,638,265,654,0,1,1647,"[254, 638, 265, 654]",0.8619208335876465
1265,14_13_7,800,800,ship,466,552,482,587,0,1,1643,"[466, 552, 482, 587]",0.9168184995651245
1266,14_14_9,800,800,ship,187,494,210,539,0,1,1665,"[187, 494, 210, 539]",0.8525469303131104
1267,14_11_3,800,800,ship,567,634,576,642,1,1,1629,"[567, 634, 576, 642]",0.6895013451576233
1268,14_16_27,800,800,ship,159,352,197,380,0,1,1711,"[159, 352, 197, 380]",0.6990692615509033
1269,14_16_23,800,800,ship,412,741,434,768,0,1,1709,"[412, 741, 434, 768]",0.5035725831985474
1270,14_14_7,800,800,ship,36,409,65,457,0,1,1663,"[36, 409, 65, 457]",0.7340162992477417
1271,14_14_7,800,800,ship,225,415,259,438,0,1,1661,"[225, 415, 259, 438]",0.7210939526557922
1272,14_14_7,800,800,ship,265,763,276,774,0,1,1662,"[265, 763, 276, 774]",0.664068877696991
1273,14_18_15,800,800,ship,151,277,166,295,0,1,1846,"[151, 277, 166, 295]",0.5806245803833008
1274,14_18_15,800,800,ship,297,169,323,189,0,1,1845,"[297, 169, 323, 189]",0.4844929575920105
1275,14_16_8,800,800,ship,552,398,570,412,0,1,1770,"[552, 398, 570, 412]",0.623605489730835
1276,14_13_10,800,800,ship,79,640,95,692,0,1,1640,"[79, 640, 95, 692]",0.7062980532646179
1277,14_12_8,800,800,ship,244,658,256,695,0,1,1639,"[244, 658, 256, 695]",0.6542717814445496
1278,14_17_8,800,800,ship,622,522,667,544,0,1,1833,"[622, 522, 667, 544]",0.7006329298019409
1279,14_18_28,800,800,ship,156,132,199,166,0,1,1852,"[156, 132, 199, 166]",0.6409644484519958
1280,14_18_26,800,800,ship,424,225,449,267,0,1,1851,"[424, 225, 449, 267]",0.6596714854240417
1281,11_16_3,800,800,ship,655,17,676,30,0,1,176,"[655, 17, 676, 30]",0.6820129156112671
1282,11_16_14,800,800,ship,376,45,386,58,0,1,145,"[376, 45, 386, 58]",0.5870532393455505
1283,11_16_14,800,800,ship,372,487,383,501,0,1,144,"[372, 487, 383, 501]",0.6519814133644104
1285,11_16_17,800,800,ship,210,307,229,351,0,1,148,"[210, 307, 229, 351]",0.6190828084945679
1286,11_16_17,800,800,ship,224,173,244,215,0,1,149,"[224, 173, 244, 215]",0.6810667514801025
1287,11_16_17,800,800,ship,287,32,305,70,0,1,147,"[287, 32, 305, 70]",0.6271801590919495
1288,11_16_26,800,800,ship,371,697,390,732,0,1,171,"[371, 697, 390, 732]",0.7607570886611938
1289,11_16_26,800,800,ship,488,393,504,439,0,1,161,"[488, 393, 504, 439]",0.5469138026237488
1290,11_16_26,800,800,ship,589,471,608,495,0,1,163,"[589, 471, 608, 495]",0.6072018146514893
1291,11_16_26,800,800,ship,489,284,511,311,0,1,172,"[489, 284, 511, 311]",0.7844626307487488
1292,11_16_26,800,800,ship,593,267,632,298,0,1,162,"[593, 267, 632, 298]",0.8803389668464661
1293,11_16_26,800,800,ship,517,223,536,252,0,1,164,"[517, 223, 536, 252]",0.6505936980247498
1294,11_16_26,800,800,ship,520,186,550,209,0,0,0,"[520, 186, 550, 209]",0.0
1295,11_16_26,800,800,ship,659,242,674,270,0,1,170,"[659, 242, 674, 270]",0.6400966048240662
1296,11_16_26,800,800,ship,470,202,483,223,0,0,0,"[470, 202, 483, 223]",0.0
1297,11_16_26,800,800,ship,493,174,506,198,0,1,173,"[493, 174, 506, 198]",0.7796804308891296
1298,11_16_26,800,800,ship,418,63,437,99,0,1,169,"[418, 63, 437, 99]",0.7066039443016052
1299,11_16_26,800,800,ship,419,137,454,175,0,1,165,"[419, 137, 454, 175]",0.5964511036872864
1300,11_16_26,800,800,ship,537,85,557,115,0,1,166,"[537, 85, 557, 115]",0.7327394485473633
1301,11_16_26,800,800,ship,621,101,637,134,0,1,167,"[621, 101, 637, 134]",0.6082842350006104
1302,11_16_26,800,800,ship,316,5,337,45,0,1,168,"[316, 5, 337, 45]",0.8434804677963257
1305,11_13_24,800,800,ship,725,170,742,194,0,1,61,"[725, 170, 742, 194]",0.796458899974823
1306,11_18_7,800,800,ship,4,679,31,713,0,1,271,"[4, 679, 31, 713]",0.8104445934295654
1307,11_11_29,800,800,ship,291,456,298,464,1,0,0,"[291, 456, 298, 464]",0.0
1308,11_11_29,800,800,ship,303,454,314,477,1,0,0,"[303, 454, 314, 477]",0.0
1309,11_11_29,800,800,ship,311,492,324,508,1,0,0,"[311, 492, 324, 508]",0.0
1310,11_11_29,800,800,ship,325,503,336,514,1,0,0,"[325, 503, 336, 514]",0.0
1311,11_11_29,800,800,ship,331,508,342,519,1,0,0,"[331, 508, 342, 519]",0.0
1312,11_11_29,800,800,ship,278,499,284,510,1,0,0,"[278, 499, 284, 510]",0.0
1313,11_11_29,800,800,ship,360,525,370,536,1,0,0,"[360, 525, 370, 536]",0.0
1314,11_18_3,800,800,ship,777,755,790,778,0,1,270,"[777, 755, 790, 778]",0.5987880825996399
1315,11_17_15,800,800,ship,569,223,600,248,0,1,182,"[569, 223, 600, 248]",0.7196812629699707
1317,11_12_20,800,800,ship,296,226,320,252,0,1,35,"[296, 226, 320, 252]",0.7189592719078064
1318,11_18_8,800,800,ship,150,54,171,82,0,1,272,"[150, 54, 171, 82]",0.7324672937393188
1319,11_14_16,800,800,ship,725,331,747,360,0,1,86,"[725, 331, 747, 360]",0.5793519616127014
1320,11_12_7,800,800,ship,761,714,774,749,0,1,51,"[761, 714, 774, 749]",0.7162834405899048
1321,11_19_30,800,800,ship,35,556,53,572,1,0,0,"[35, 556, 53, 572]",0.0
1322,11_19_30,800,800,ship,118,510,131,530,1,0,0,"[118, 510, 131, 530]",0.0
1323,11_19_30,800,800,ship,244,339,264,358,1,0,0,"[244, 339, 264, 358]",0.0
1324,11_19_30,800,800,ship,210,287,232,298,1,0,0,"[210, 287, 232, 298]",0.0
1325,11_19_30,800,800,ship,249,282,266,295,1,0,0,"[249, 282, 266, 295]",0.0
1326,11_19_30,800,800,ship,238,264,259,277,1,0,0,"[238, 264, 259, 277]",0.0
1327,11_19_30,800,800,ship,217,223,230,230,1,1,305,"[217, 223, 230, 230]",0.5488701462745667
1328,11_19_30,800,800,ship,260,243,281,254,1,0,0,"[260, 243, 281, 254]",0.0
1329,11_19_30,800,800,ship,275,261,291,279,1,0,0,"[275, 261, 291, 279]",0.0
1330,11_19_30,800,800,ship,277,233,300,242,1,0,0,"[277, 233, 300, 242]",0.0
1331,11_19_30,800,800,ship,368,249,384,263,1,1,307,"[368, 249, 384, 263]",0.4126221835613251
1332,11_19_30,800,800,ship,365,218,385,237,1,1,306,"[365, 218, 385, 237]",0.30026164650917053
1333,11_19_30,800,800,ship,413,196,430,213,1,0,0,"[413, 196, 430, 213]",0.0
1334,11_19_30,800,800,ship,438,221,447,238,1,0,0,"[438, 221, 447, 238]",0.0
1335,11_19_30,800,800,ship,448,213,455,222,1,0,0,"[448, 213, 455, 222]",0.0
1336,11_19_30,800,800,ship,455,192,468,207,1,0,0,"[455, 192, 468, 207]",0.0
1337,11_19_30,800,800,ship,462,152,474,165,1,0,0,"[462, 152, 474, 165]",0.0
1338,11_19_30,800,800,ship,490,117,497,135,1,0,0,"[490, 117, 497, 135]",0.0
1339,11_19_30,800,800,ship,77,134,93,149,1,0,0,"[77, 134, 93, 149]",0.0
1340,11_19_30,800,800,ship,238,401,253,421,1,0,0,"[238, 401, 253, 421]",0.0
1341,11_19_30,800,800,ship,112,535,132,551,1,0,0,"[112, 535, 132, 551]",0.0
1342,11_19_30,800,800,ship,19,635,37,649,1,0,0,"[19, 635, 37, 649]",0.0
1343,11_19_30,800,800,ship,34,616,48,636,1,0,0,"[34, 616, 48, 636]",0.0
1344,11_19_30,800,800,ship,42,601,62,621,1,0,0,"[42, 601, 62, 621]",0.0
1345,11_19_30,800,800,ship,60,582,79,603,1,0,0,"[60, 582, 79, 603]",0.0
1346,11_15_18,800,800,ship,203,209,217,242,0,1,134,"[203, 209, 217, 242]",0.5161477327346802
1347,11_18_26,800,800,ship,587,748,604,781,0,1,254,"[587, 748, 604, 781]",0.7112905383110046
1348,11_18_26,800,800,ship,529,577,553,616,0,1,253,"[529, 577, 553, 616]",0.6732927560806274
1349,11_18_26,800,800,ship,654,515,671,549,0,1,260,"[654, 515, 671, 549]",0.5795722603797913
1350,11_18_26,800,800,ship,364,447,377,475,0,1,255,"[364, 447, 377, 475]",0.6165008544921875
1351,11_18_26,800,800,ship,8,697,20,723,0,1,263,"[8, 697, 20, 723]",0.6905094385147095
1352,11_18_26,800,800,ship,21,403,38,423,0,1,256,"[21, 403, 38, 423]",0.8150383234024048
1353,11_18_26,800,800,ship,50,386,62,409,0,1,265,"[50, 386, 62, 409]",0.28254351019859314
1354,11_18_26,800,800,ship,64,385,79,417,0,1,265,"[64, 385, 79, 417]",0.46219590306282043
1355,11_18_26,800,800,ship,120,337,146,365,0,1,257,"[120, 337, 146, 365]",0.9124457836151123
1356,11_18_26,800,800,ship,189,121,211,163,0,1,252,"[189, 121, 211, 163]",0.5668196678161621
1357,11_18_26,800,800,ship,280,73,293,94,0,1,258,"[280, 73, 293, 94]",0.5280809998512268
1358,11_18_26,800,800,ship,331,64,341,95,0,1,264,"[331, 64, 341, 95]",0.6599348187446594
1359,11_18_26,800,800,ship,357,87,372,105,0,1,267,"[357, 87, 372, 105]",0.5827792882919312
1360,11_18_26,800,800,ship,372,129,388,154,0,1,261,"[372, 129, 388, 154]",0.7242801189422607
1361,11_18_26,800,800,ship,417,104,436,126,0,1,259,"[417, 104, 436, 126]",0.5980652570724487
1362,11_18_26,800,800,ship,338,22,354,45,0,1,266,"[338, 22, 354, 45]",0.09685560315847397
1363,11_18_26,800,800,ship,356,16,370,62,0,1,266,"[356, 16, 370, 62]",0.5293925404548645
1364,11_18_26,800,800,ship,377,35,392,90,0,0,0,"[377, 35, 392, 90]",0.0
1365,11_18_26,800,800,ship,396,23,420,89,0,0,0,"[396, 23, 420, 89]",0.0
1366,11_18_26,800,800,ship,530,6,546,37,0,1,251,"[530, 6, 546, 37]",0.8713392615318298
1367,11_18_26,800,800,ship,555,27,568,44,0,1,262,"[555, 27, 568, 44]",0.7639504671096802
1368,11_19_3,800,800,ship,624,673,637,692,0,1,304,"[624, 673, 637, 692]",0.7066510915756226
1369,11_16_27,800,800,ship,311,384,346,429,0,1,174,"[311, 384, 346, 429]",0.5646156072616577
1370,11_16_27,800,800,ship,745,147,758,166,0,1,175,"[745, 147, 758, 166]",0.6297546625137329
1371,11_16_27,800,800,ship,691,719,705,735,0,0,0,"[691, 719, 705, 735]",0.0
1372,11_15_16,800,800,ship,574,162,616,210,0,1,129,"[574, 162, 616, 210]",0.6740882396697998
1373,11_15_16,800,800,ship,589,604,615,633,0,1,130,"[589, 604, 615, 633]",0.722717821598053
1374,11_13_22,800,800,ship,419,440,427,452,0,1,60,"[419, 440, 427, 452]",0.5643129944801331
1375,11_13_22,800,800,ship,447,404,462,422,0,1,58,"[447, 404, 462, 422]",0.8396535515785217
1376,11_14_5,800,800,ship,87,85,107,128,0,1,125,"[87, 85, 107, 128]",0.7795441150665283
1377,11_10_19,800,800,ship,515,527,556,568,0,1,5,"[515, 527, 556, 568]",0.715599536895752
1378,11_11_25,800,800,ship,460,628,475,649,0,1,19,"[460, 628, 475, 649]",0.6342052221298218
1379,11_11_25,800,800,ship,717,720,735,744,0,1,18,"[717, 720, 735, 744]",0.721170961856842
1380,11_11_8,800,800,ship,308,265,324,278,0,1,30,"[308, 265, 324, 278]",0.7330232262611389
1381,11_17_26,800,800,ship,86,236,111,263,1,1,196,"[86, 236, 111, 263]",0.5361302495002747
1382,11_17_26,800,800,ship,303,66,319,99,1,1,198,"[303, 66, 319, 99]",0.7751209735870361
1383,11_17_26,800,800,ship,310,468,329,501,1,1,189,"[310, 468, 329, 501]",0.7859230041503906
1384,11_17_26,800,800,ship,382,607,398,647,1,1,190,"[382, 607, 398, 647]",0.6962891817092896
1385,11_17_26,800,800,ship,435,779,451,800,1,1,203,"[435, 779, 451, 800]",0.5266019701957703
1386,11_17_26,800,800,ship,486,696,510,733,1,1,197,"[486, 696, 510, 733]",0.7146843075752258
1387,11_17_26,800,800,ship,584,637,607,670,1,1,192,"[584, 637, 607, 670]",0.7848772406578064
1388,11_17_26,800,800,ship,541,384,554,420,1,1,191,"[541, 384, 554, 420]",0.6995301246643066
1389,11_17_26,800,800,ship,583,210,596,228,1,1,204,"[583, 210, 596, 228]",0.7961850762367249
1390,11_17_26,800,800,ship,578,269,592,302,1,1,201,"[578, 269, 592, 302]",0.8981068730354309
1391,11_17_26,800,800,ship,599,244,614,271,1,0,0,"[599, 244, 614, 271]",0.0
1392,11_17_26,800,800,ship,621,274,631,295,1,0,0,"[621, 274, 631, 295]",0.0
1393,11_17_26,800,800,ship,646,229,673,257,1,1,199,"[646, 229, 673, 257]",0.7467815279960632
1394,11_17_26,800,800,ship,642,338,670,362,1,1,200,"[642, 338, 670, 362]",0.7159125208854675
1395,11_17_26,800,800,ship,690,467,710,489,1,1,193,"[690, 467, 710, 489]",0.5551431775093079
1396,11_17_26,800,800,ship,725,535,743,569,1,1,195,"[725, 535, 743, 569]",0.5799374580383301
1397,11_17_26,800,800,ship,779,150,792,179,1,1,202,"[779, 150, 792, 179]",0.5681746602058411
1398,11_17_26,800,800,ship,763,342,782,372,1,1,194,"[763, 342, 782, 372]",0.6835426688194275
1399,11_10_21,800,800,ship,695,216,711,229,0,1,6,"[695, 216, 711, 229]",0.5488271713256836
1400,11_16_15,800,800,ship,470,699,486,732,0,1,146,"[470, 699, 486, 732]",0.8446590304374695
1401,11_13_9,800,800,ship,91,571,112,592,0,1,82,"[91, 571, 112, 592]",0.8062841892242432
1402,11_1_10,800,800,ship,98,665,107,676,1,1,309,"[98, 665, 107, 676]",0.698557436466217
1403,11_1_10,800,800,ship,551,541,558,549,1,0,0,"[551, 541, 558, 549]",0.0
1404,11_1_10,800,800,ship,574,518,581,523,1,1,320,"[574, 518, 581, 523]",0.6368538737297058
1405,11_1_10,800,800,ship,666,421,672,427,1,0,0,"[666, 421, 672, 427]",0.0
1406,11_1_10,800,800,ship,715,334,727,339,1,0,0,"[715, 334, 727, 339]",0.0
1407,11_1_10,800,800,ship,162,274,172,280,1,0,0,"[162, 274, 172, 280]",0.0
1408,11_1_10,800,800,ship,182,282,188,287,1,0,0,"[182, 282, 188, 287]",0.0
1409,11_1_10,800,800,ship,213,276,218,280,1,0,0,"[213, 276, 218, 280]",0.0
1410,11_1_10,800,800,ship,42,734,52,743,1,0,0,"[42, 734, 52, 743]",0.0
1411,11_19_18,800,800,ship,16,218,43,240,0,1,283,"[16, 218, 43, 240]",0.7410252094268799
1412,11_19_18,800,800,ship,265,411,282,433,0,1,284,"[265, 411, 282, 433]",0.7847161293029785
1413,11_10_7,800,800,ship,337,775,350,793,0,0,0,"[337, 775, 350, 793]",0.0
1414,11_20_20,800,800,ship,97,687,124,729,0,1,355,"[97, 687, 124, 729]",0.6684849262237549
1416,11_19_23,800,800,ship,451,324,467,354,0,1,288,"[451, 324, 467, 354]",0.6845175623893738
1417,11_19_23,800,800,ship,447,663,471,692,0,1,287,"[447, 663, 471, 692]",0.7963595390319824
1418,11_10_28,800,800,ship,369,451,384,483,1,1,9,"[369, 451, 384, 483]",0.828993558883667
1419,11_10_28,800,800,ship,241,624,250,633,1,0,0,"[241, 624, 250, 633]",0.0
1420,11_10_28,800,800,ship,268,634,278,644,1,0,0,"[268, 634, 278, 644]",0.0
1421,11_10_28,800,800,ship,268,644,278,653,1,0,0,"[268, 644, 278, 653]",0.0
1422,11_20_14,800,800,ship,243,214,270,247,0,1,340,"[243, 214, 270, 247]",0.806137204170227
1423,11_18_12,800,800,ship,366,567,387,596,0,1,232,"[366, 567, 387, 596]",0.7875012755393982
1424,11_13_18,800,800,ship,127,467,141,490,0,1,55,"[127, 467, 141, 490]",0.7516209483146667
1425,11_13_18,800,800,ship,368,409,386,428,0,1,56,"[368, 409, 386, 428]",0.7083982825279236
1426,11_20_16,800,800,ship,99,402,132,434,0,1,341,"[99, 402, 132, 434]",0.6230507493019104
1427,11_20_16,800,800,ship,322,599,349,615,0,1,342,"[322, 599, 349, 615]",0.5621460676193237
1428,11_1_25,800,800,ship,105,503,119,530,0,1,327,"[105, 503, 119, 530]",0.6878986954689026
1429,11_1_25,800,800,ship,761,707,778,731,0,1,329,"[761, 707, 778, 731]",0.6370607018470764
1430,11_1_25,800,800,ship,22,498,38,515,0,1,328,"[22, 498, 38, 515]",0.7557271718978882
1431,11_1_25,800,800,ship,184,472,196,489,0,1,332,"[184, 472, 196, 489]",0.7691770195960999
1432,11_1_25,800,800,ship,108,389,117,402,0,0,0,"[108, 389, 117, 402]",0.0
1433,11_1_25,800,800,ship,368,13,393,37,0,1,326,"[368, 13, 393, 37]",0.6749234795570374
1434,11_1_25,800,800,ship,477,475,489,493,0,1,330,"[477, 475, 489, 493]",0.6129747033119202
1435,11_1_25,800,800,ship,737,362,746,371,0,0,0,"[737, 362, 746, 371]",0.0
1436,11_1_25,800,800,ship,497,477,507,495,0,0,0,"[497, 477, 507, 495]",0.0
1437,11_15_22,800,800,ship,278,363,304,390,0,1,136,"[278, 363, 304, 390]",0.6609611511230469
1438,11_13_26,800,800,ship,330,5,346,41,0,1,64,"[330, 5, 346, 41]",0.7791229486465454
1439,11_13_26,800,800,ship,460,81,473,103,0,1,66,"[460, 81, 473, 103]",0.841435432434082
1440,11_13_26,800,800,ship,474,259,488,299,0,1,65,"[474, 259, 488, 299]",0.6486387252807617
1441,11_1_24,800,800,ship,661,8,679,21,0,1,325,"[661, 8, 679, 21]",0.6698262691497803
1442,11_1_24,800,800,ship,469,500,483,515,0,1,324,"[469, 500, 483, 515]",0.6259735822677612
1443,11_1_24,800,800,ship,498,493,509,511,0,0,0,"[498, 493, 509, 511]",0.0
1444,11_14_22,800,800,ship,353,399,378,428,0,1,95,"[353, 399, 378, 428]",0.7600356936454773
1445,11_14_22,800,800,ship,265,768,298,798,0,1,96,"[265, 768, 298, 798]",0.6887338161468506
1446,11_20_17,800,800,ship,85,84,105,116,0,1,344,"[85, 84, 105, 116]",0.702929675579071
1447,11_20_17,800,800,ship,535,324,552,354,0,1,343,"[535, 324, 552, 354]",0.8419855833053589
1448,11_14_20,800,800,ship,619,293,640,327,0,1,94,"[619, 293, 640, 327]",0.8343316316604614
1450,11_19_28,800,800,ship,509,281,531,304,1,1,300,"[509, 281, 531, 304]",0.8038145899772644
1451,11_19_28,800,800,ship,238,642,254,662,1,1,301,"[238, 642, 254, 662]",0.6594637632369995
1452,11_19_28,800,800,ship,262,661,278,672,1,1,302,"[262, 661, 278, 672]",0.5708060264587402
1453,11_19_28,800,800,ship,510,662,530,679,1,0,0,"[510, 662, 530, 679]",0.0
1454,11_19_28,800,800,ship,618,547,625,556,1,0,0,"[618, 547, 625, 556]",0.0
1455,11_20_23,800,800,ship,129,665,158,703,0,1,358,"[129, 665, 158, 703]",0.7228654026985168
1456,11_20_23,800,800,ship,778,531,791,553,0,1,362,"[778, 531, 791, 553]",0.617771565914154
1457,11_20_23,800,800,ship,305,192,336,223,0,1,357,"[305, 192, 336, 223]",0.5858194231987
1458,11_20_23,800,800,ship,26,442,38,457,0,1,361,"[26, 442, 38, 457]",0.782926082611084
1459,11_20_23,800,800,ship,575,158,589,171,0,1,359,"[575, 158, 589, 171]",0.6429157853126526
1460,11_20_23,800,800,ship,677,83,694,96,0,1,360,"[677, 83, 694, 96]",0.7346155047416687
1461,11_17_28,800,800,ship,16,121,28,146,1,1,228,"[16, 121, 28, 146]",0.8585565686225891
1462,11_17_28,800,800,ship,6,177,25,209,1,1,229,"[6, 177, 25, 209]",0.5855403542518616
1463,11_17_28,800,800,ship,10,253,27,284,1,1,226,"[10, 253, 27, 284]",0.682521641254425
1464,11_17_28,800,800,ship,43,221,60,235,1,1,231,"[43, 221, 60, 235]",0.6991598606109619
1465,11_17_28,800,800,ship,62,174,79,190,1,1,227,"[62, 174, 79, 190]",0.5699247717857361
1466,11_19_15,800,800,ship,655,415,672,438,0,1,280,"[655, 415, 672, 438]",0.721079409122467
1467,11_12_5,800,800,ship,458,647,475,661,0,1,50,"[458, 647, 475, 661]",0.7179275751113892
1468,11_15_10,800,800,ship,734,427,750,442,0,1,128,"[734, 427, 750, 442]",0.9312133193016052
1469,11_16_24,800,800,ship,167,644,186,673,0,1,154,"[167, 644, 186, 673]",0.7884296774864197
1470,11_16_24,800,800,ship,159,682,173,720,0,1,155,"[159, 682, 173, 720]",0.606307864189148
1471,11_16_24,800,800,ship,201,672,225,707,0,1,158,"[201, 672, 225, 707]",0.7332476377487183
1472,11_16_24,800,800,ship,227,624,245,657,0,1,159,"[227, 624, 245, 657]",0.2500942051410675
1473,11_16_24,800,800,ship,233,581,251,620,0,1,160,"[233, 581, 251, 620]",0.6726036071777344
1474,11_16_24,800,800,ship,293,313,313,354,0,1,156,"[293, 313, 313, 354]",0.6338037252426147
1475,11_16_24,800,800,ship,339,304,363,350,0,1,157,"[339, 304, 363, 350]",0.6102973222732544
1476,11_1_30,800,800,ship,512,413,550,433,0,1,337,"[512, 413, 550, 433]",0.7040162086486816
1477,11_1_30,800,800,ship,483,475,494,499,0,1,338,"[483, 475, 494, 499]",0.5312520861625671
1478,11_1_30,800,800,ship,582,397,597,411,0,0,0,"[582, 397, 597, 411]",0.0
1479,11_1_30,800,800,ship,511,355,526,372,0,0,0,"[511, 355, 526, 372]",0.0
1480,11_14_29,800,800,ship,502,308,530,325,1,1,115,"[502, 308, 530, 325]",0.7553880214691162
1481,11_14_29,800,800,ship,722,692,736,722,1,0,0,"[722, 692, 736, 722]",0.0
1482,11_14_29,800,800,ship,743,649,763,689,1,1,116,"[743, 649, 763, 689]",0.6765254735946655
1483,11_18_18,800,800,ship,251,345,277,362,0,1,235,"[251, 345, 277, 362]",0.636420488357544
1484,11_17_27,800,800,ship,170,90,185,111,0,1,211,"[170, 90, 185, 111]",0.7694952487945557
1485,11_17_27,800,800,ship,150,250,168,266,0,1,207,"[150, 250, 168, 266]",0.8460353016853333
1486,11_17_27,800,800,ship,257,112,271,141,0,1,208,"[257, 112, 271, 141]",0.7040506601333618
